antigüedad,cuartos,cuartosdebaño,estacionamiento,metroscuadradostotales,precio,titulo,latitud,longitud,preciomt2
11,7,5,1,200,190000,"Venta de Casa, Acuarela del Río, Norte de Guayaquil",-2.133370809444182,-79.88484586389313,950.0
10,5,4,4,468,348000,"Casa en Venta, Urb. Estancia del Rio, Sanborondon, Guayaquil R. J.",-2.2174994,-79.92377379999999,743.5897435897435
8,3,3,2,140,97000,Casa Esquinera de Venta en Urbanización Castilla,-2.0417313,-79.86323270000003,692.8571428571429
25,3,2,2,427,250000,Vendo Casa en Via Al Sol,-2.1896713,-80.00842519999998,585.480093676815
10,3,4,2,300,290000,"Vendo Casa en Samborondon, Primeros Kilom",-2.1175402,-79.86700589999998,966.6666666666666
0,3,2,1,106,58000,"Venta Casa a Estrenar en Villa del Rey, Etapa Príncipe Felipe",-2.0237764,-79.91787090000003,547.1698113207547
0,3,3,2,580,300000,"Casa en Venta, Isla Mocoli, Proyecto en Planos",-2.348556143171737,-79.81902955967479,517.2413793103449
5,4,3,2,180,140000,"Vendo por Viaje Villa Ciudad Celeste La Cristalina Guayaquil, Samborondon",-2.071946018220783,-79.83659824655763,777.7777777777778
0,4,4,2,595,541000,Aires de Batan Exclusiva Casa por Construir,-2.0773404,-79.86969220000003,909.2436974789916
5,5,5,2,360,280000,Se Vende Linda Casa Kennedy Norte,-2.16129795316058,-79.9003970088977,777.7777777777778
8,5,3,1,150,147000,San Felipe Casa en Venta,-2.191526053604974,-79.88158962297365,980.0
1,0,0,0,615,310000,"Casa en Venta, Vía Samborondón, Estancias del Río",-2.064464534383507,-79.87280755581969,504.0650406504065
10,4,5,5,317,350000,Hermosa Casa Amplia Excelente Ubicación en Urbanización Vista Sol.,-2.2174994,-79.92377379999999,1104.1009463722398
8,3,3,2,268,200000,Vendo Casa Cumbres,-2.1586292,-79.94210340000001,746.2686567164179
0,3,2,1,101,85000,Villa en Venta Casa Laguna 3 Dorm.,-2.0412082,-79.88794589999998,841.5841584158416
0,4,3,0,259,171000,Casa en Venta en Ciudad Celeste,-2.071758736637116,-79.83672863434845,660.2316602316603
10,3,3,2,384,270000,Vendo Sector Plaza Lagos. Linda Casa. 3 Habitaciones. $270.000,-2.146121390218411,-79.87402438618199,703.125
5,3,3,1,247,265000,Via Samborondon Urbanización Boungaville Km 2 ½ Venta Villa,-2.111188819769686,-79.87128316856877,1072.8744939271255
3,4,4,2,293,330000,Venta Casa 4 Dorm. Via Samborondon Urbanizacion Km 0.5,-2.054318349943824,-79.92039649676161,1126.2798634812286
1,0,0,0,340,179000,"Casa en Venta, Urbanización Ciudad Celeste, Vía Samborondón",-2.07179360121206,-79.84207850322787,526.4705882352941
0,3,2,1,90,78000,Venta de Proyecto de Casa en La Gran Vittoria - Corina,-2.191526053604974,-79.88158962297365,866.6666666666666
0,4,4,2,530,540000,Vendo Casa en Aires de Batan de Estreno Al Lago,-2.082859537943885,-79.87008153933715,1018.8679245283018
8,3,3,2,230,210000,Casa de Venta en La a Samborondon,-2.052108202451951,-79.89979289580077,913.0434782608696
5,3,0,0,373,265000,Vendo Sector Plaza Lagos. Linda Casa. 3 Habitaciones. Estudio. $265.000,-2.116702368888475,-79.86916958827209,710.455764075067
7,2,2,1,227,220000,Casa en Venta en Portal Al Sol,-2.183062957823979,-79.98330757301636,969.1629955947136
2,4,4,2,1098,890000,"Urb Mocoli Golf Club - con Vista Al Lago - Us$890,000",-2.1031223,-79.86468350000001,810.5646630236794
0,3,2,0,165,115000,"En Venta Propiedad, Urbanización Villa Club, Vía a La Aurora.",-2.050890890512851,-79.8909915600189,696.969696969697
5,4,2,1,121,95000,Venta de Casa Via Samborondon La Joya de Oportunidad - Mariuxi Rugel,-2.046665273653481,-79.9114201526184,785.1239669421487
6,3,2,1,218,230000,Casa en Venta Primeros Km de Samborondon.,-2.13981615318609,-79.86283332526773,1055.045871559633
20,4,4,0,180,87000,Casa Rentera en Venta en El Recreo Primera Etapa,-2.191526053604974,-79.88158962297365,483.3333333333333
7,3,2,1,124,115000,Se Vende Magnifica Casa en Villa Club Etapa Galaxya Modelo Sigma,-2.038903690460307,-79.89399563411558,927.4193548387096
25,3,3,1,130,100000,Guayacanes,-2.118607244768958,-79.89059207375772,769.2307692307693
0,3,3,1,96,62712,Venta de Casas – Villa Bonita - Daule,-2.062149511606544,-79.97582676499025,653.25
3,4,4,3,750,900000,"Hermosamente Espectacular, Minimalista Al Lago, Nueva.",-2.100660203238842,-79.87363001376951,1200.0
0,3,2,2,160,95000,Villas en Urbanizacion Brisas del Norte,-2.0382312,-79.8683739,593.75
1,4,4,0,270,290000,"Casa en Venta, Río Guayas Club, Vía Samborondón, Esquinera",-2.164865232994809,-79.87987888255611,1074.0740740740741
13,3,1,0,72,34000,"Venta de Casa, Mucho Lote 1 Etapa 7, Norte de Guayaquil",-2.0820049,-79.92294729999998,472.22222222222223
9,4,1,0,191,54000,"Venta de Casa, Coop. San Francisco 2, Vía Daule",-2.0498355,-79.95966340000001,282.72251308900525
10,4,2,0,177,115000,"Venta de Casa, Samanes 1, Norte de Guayaquil",-2.114652890950749,-79.90581689367065,649.7175141242938
6,3,1,0,121,38000,"Venta de Casa Vía a Daule, Cdla. Portón de Beata.",-2.0598444,-79.95487079999998,314.0495867768595
5,3,3,2,260,285000,Villa Dos Plantas Casi Nueva Excelentes Acabados,-2.192116,-79.96683080000003,1096.1538461538462
6,3,2,0,131,109000,"Casa en Venta, Urb. Cataluña en La Vía Salitre",-2.0446042,-79.8723837,832.0610687022901
7,3,2,1,94,65000,Venta - Casa - Urbanización Málaga I,-2.0206313,-79.86745050000002,691.4893617021277
5,3,5,1,437,223000,Ciudadela Urdenor Vendo Amplia y Lujosa Casa de Dos Plantas,-2.149516404976784,-79.90926067794499,510.2974828375286
30,3,4,0,55,116000,"Casa en Venta en García Moreno y Portete, Suroeste de Guayaquil",-2.2070891,-79.89704159999997,2109.090909090909
16,3,3,2,250,160000,"Vendo Casa Remodelada, en Samanes 6, Remax",-2.109927942870881,-79.90736184606322,640.0
5,4,3,2,370,265000,Colinas Ceibos Excelente Casa (Como Nueva),-2.163047,-79.94707440000002,716.2162162162163
0,3,2,1,102,80000,Venta - Casa - Urbanización Villa de Rey,-2.018718870359281,-79.91789289895019,784.3137254901961
15,8,8,8,450,285000,Casa Rentera en Venta en Álamos con Locales Comerciales,-2.132345267738844,-79.90906833453215,633.3333333333334
20,4,2,1,165,95000,Villa Una Planta Alborada 12ava Etapa,-2.1296538,-79.90020700000002,575.7575757575758
7,5,2,0,164,78000,Venta de Propiedad en Sauces 3 Al Norte de Guayaquil.,-2.126702077513178,-79.89166258678586,475.609756097561
20,3,2,1,120,85000,"Casa en Venta, 2 Plantas con Suite, en Cdla. Alborada 2da. Etapa",-2.1468127,-79.89371699999998,708.3333333333334
6,2,2,1,72,34800,"Venta de Propiedad, Urb. Ecocity, Vía a Daule",-2.0844486,-79.96761359999999,483.3333333333333
10,4,6,3,625,585000,"Casa en Venta Ciudadela Lago Sol, Samborondón, 4h, 4b, 396 m².",-2.092968451752491,-79.87362299367066,936.0
10,7,7,0,1821,934500,Villa en Remate Vendo Urbanizacion Los Lagos,-2.131326446816798,-79.86856877345281,513.1795716639209
0,0,1,4,540,620000,Linda Villa de Venta Ubicada en Arrecife - Isla Mocoli,-2.1043031,-79.86048310000001,1148.148148148148
5,3,3,1,147,138000,"Villa Club Venta Casa de 3 Hab, Patio Remodelado, Closets y Cajoneras",-2.050890890512851,-79.8909915600189,938.7755102040817
5,3,2,2,180,160000,Hermosa Casa en Venta en Ciudad Celeste Etapa La Península de 3 Dorm..,-2.0669371,-79.84205399999996,888.8888888888889
12,3,3,2,475,275000,Hermosa Casa en Venta Km 2.5 Vía Samborondón de 3 Dorm..,-2.132356271064043,-79.87308073248289,578.9473684210526
5,3,3,2,126,89000,"Vendo Casa en La Joya - Ópalo Modelo Ym de Oportunidad, Acepto Biess",-2.0271992,-79.91512879999999,706.3492063492064
5,3,3,2,139,110000,"Casa en Venta, Urbanizacion Millan, Via Salitre, 3 Dorm, 4 Baños",-2.045244411309813,-79.86803784075926,791.3669064748201
10,3,3,2,192,187000,Casa en Venta - Etapa Serena - Ciudad Celeste - Samborondon,-2.073852189841814,-79.84508257732455,973.9583333333334
1,4,5,2,175,200000,Venta de Casa por Estrenar - Acuarela del Río,-2.189412799999999,-79.8890662,1142.857142857143
0,3,3,1,319,367000,Proyecto Villa en Estancias del Río 319.04 m²,-2.075939203530357,-79.8746686002197,1150.4702194357367
5,4,2,1,120,106000,Arboleta Casa en Venta por Estrenar,-2.189412799999999,-79.8890662,883.3333333333334
0,3,4,1,166,171000,"Venta de Casa Esquinera en Urb. Mallorca, Cerca Cc El Dorado",-2.036956,-79.86867760000001,1030.120481927711
9,3,2,2,110,85000,"Casa en Venta en La Joya, Etapa Platino",-2.046665273653481,-79.9114201526184,772.7272727272727
10,12,6,2,350,200000,Casa Rentera en Venta - Acuarela del Rio - Norte de Guayaquil,-2.133370809444182,-79.88484586389313,571.4285714285714
10,4,4,2,240,220000,Casa de Venta con Piscina en Urbanización Ceibos Norte,-2.151157118069722,-79.94075598092041,916.6666666666666
7,4,3,2,120,91500,"Venta de Casa, Muy Buen Estado, Urb. Milann, Vía a Salitre, Cerca El Dorado",-2.0389111,-79.87115399999999,762.5
0,4,4,2,275,240000,Estrene Hermosa Casa en Terranostra!,-2.189967667128228,-80.00195052012941,872.7272727272727
9,3,2,1,180,180000,"Venta de Casa en Belo Horizonte, Vía a La Costa.",-2.185558630962582,-79.99523424208411,1000.0
15,3,2,1,200,128000,Venta de Casa en Samanes 7,-2.191526053604974,-79.88158962297365,640.0
4,4,3,0,175,179000,"En Venta Casa en La Urbanización Vicrieel, Vía Samborondón",-2.053112,-79.89701179999997,1022.8571428571429
5,5,4,2,323,235000,Espectacular Casa a La Venta en Belohorizonte!,-2.1875375,-79.98131660000001,727.5541795665634
6,4,6,2,275,268000,Casa de Venta en Bouganville Samborondon,-2.131326446816798,-79.86856877345281,974.5454545454545
15,4,0,1,420,250000,Oportunidad!vta. Casa Kennedy Norte - Corredor Comercial (J. Luna -),-2.157922523186533,-79.90191166734286,595.2380952380952
7,4,4,3,600,595000,Casa en Venta en Lago Sol Km7 Samborondon,-2.0928125,-79.8733125,991.6666666666666
15,4,3,2,250,220000,Ceibos Norte - Hermosa Casa a La Venta 4d - $,-2.151015582273471,-79.94387445595856,880.0
2,3,3,2,335,325000,"Casa de Tres Dorm. en Vereda del Río, Samborondón",-2.072482153948914,-79.8424739847946,970.1492537313433
9,2,1,3,101,56000,"Venta de Casa, Urb. Villa Italia Etapa Florencia, Vía a Aurora",-2.0590257,-79.92686939999999,554.4554455445544
20,2,3,0,81,55000,"Venta de Casa, Sauces 3, Norte de Guayaquil",-2.126702077513178,-79.89166258678586,679.0123456790124
15,4,4,1,190,115000,Villa Una Planta 10 Ma Etapa,-2.1326602,-79.90772989999999,605.2631578947369
12,2,2,0,69,62000,Vendo Casa en Villa España 1,-2.084494319434373,-79.92135690845947,898.5507246376811
5,3,3,1,240,228000,"Propiedad en Venta, Urb. Ciudad Celeste",-2.0668689,-79.84191249999998,950.0
45,4,4,2,300,125000,"Venta Casa, 4 Dorm. en Lomas de Urdesa",-2.163800672884859,-79.90432400269395,416.6666666666667
20,2,3,0,81,55000,"Sauces 3, en Venta Casa Al Norte de Guayaquil",-2.126702077513178,-79.89166258678586,679.0123456790124
15,3,2,0,91,72500,"Propiedad en Venta Al Sur de Guayaquil, Floresta 2",-2.249144641141746,-79.88413997326353,796.7032967032967
10,3,3,2,180,90000,Via a La Costa Valle Alto Esquinera Amplia $90.000/aiditadiaz,-2.2033164,-80.062454,500.0
10,2,2,1,80,33000,En Venta Hermosa Casa en Beata Mercedes Molina,-2.068991118919009,-79.94746920416867,412.5
21,5,4,0,180,68000,"Propiedad en Venta, Cdla. La Alegría.",-2.1198394,-79.9255665,377.77777777777777
30,4,6,2,495,285000,Casa en Venta en El Barrio Centenario,-2.22042869534377,-79.8944628129974,575.7575757575758
5,4,4,2,238,197000,Belohorizonte 2 Plantas (Incluye Menaje),-2.1872327,-79.98148429999998,827.7310924369748
3,3,4,2,346,175000,"Casa Rentera de 1 Dpto y 2 Suite con Garaje, Urbanización Santa Cecilia Ceibos",-2.1618543,-79.94353969999997,505.78034682080926
22,3,3,2,260,130000,Casa en Venta en Samanes 5 Al Norte de Guayaquil,-2.1111844,-79.89618000000002,500.0
5,3,5,1,280,230000,Casa Vía La Costa Urb. Privada,-2.18653062349562,-79.99438996008303,821.4285714285714
28,4,4,2,2233,1100000,Espectacular Casa Vista Al Rio en Venta - Acabados de Lujo - 4 Dorm. -,-2.141112386247962,-79.86812352634922,492.61083743842363
0,0,0,0,490,390000,Oficina - Norte de Guayaquil,-2.156566999999999,-79.9010784,795.9183673469388
15,3,3,4,380,230000,Venta de Casa en Urdesa Central,-2.191526053604974,-79.88158962297365,605.2631578947369
0,4,4,1,600,1250000,Vendo o Alquilo Linda Casa en Lagos de Batan 4 Dorm.,-2.0992831,-79.87963209999998,2083.3333333333335
9,3,2,1,230,125000,De Oportunidad: Amplia Casa en Ciudad Celeste,-2.073659197271514,-79.84677773342196,543.4782608695652
0,4,4,1,429,308000,"Casa en Venta/ Estancias del Río, Vía Samborondon",-2.1136478,-79.8702872,717.9487179487179
12,3,4,2,250,320000,Casa de Venta en Via Samborondon,-2.137652636890666,-79.8636822720947,1280.0
0,0,0,7,220,85500,En Venta Casa Rentera Calicuchima y Av del Ejercito,-2.2031482,-79.89652000000001,388.6363636363636
8,4,4,3,300,315000,"*vendo Moderna Casa en Urb Fontana, Samborondon",-2.1302123,-79.87096350000002,1050.0
10,2,2,2,180,160000,Vendo Villa en Bellohorizonte,-2.1873894,-79.9809942,888.8888888888889
6,5,4,2,128,95000,Casa de Venta con 4 Dorm. en Primeras Etapas de La Joya.,-2.053850318861618,-79.91808379050445,742.1875
8,4,2,2,150,100000,Se Vende Casa Buen Precio en Urb. Volare,-2.0489445,-79.90954470000003,666.6666666666666
15,3,2,2,120,106000,"Casa de Venta en Samanes, Av Francisco de Orellana",-2.113597360295507,-79.90868269037571,883.3333333333334
26,0,0,0,120,75000,Se Vende Casa en Ciudadela Alborada 1era Etapa,-2.1496003,-79.89424450000001,625.0
0,3,3,1,609,490000,Linda Casa a La Venta en Palmar del Río 3 Dorm,-2.1231067,-79.87098370000001,804.5977011494252
12,3,3,2,223,180000,"Vendo Casa Ciudad Celeste, Hermoso Patio con Jacuzzi",-2.073659197271514,-79.84677773342196,807.1748878923767
10,4,4,1,187,188000,Casa en Via La Costa,-2.1275187,-79.94410289999996,1005.3475935828877
0,1,1,2,100,120000,Venta Casa en Samborondon Buenos Acabados,-2.188769539629999,-79.8838090703,1200.0
10,6,3,1,240,150000,Urbanización Villa Club - Etapa Magna - Modelo Capri (De Oportunidad),-2.039787535418733,-79.89573846977538,625.0
2,3,2,1,329,165000,Vendo Casa Rentera en Ciudadela Guayacanes,-2.117758759982687,-79.8963536602356,501.5197568389058
49,6,5,2,800,500000,Casa de Venta en Urdesa Zona Comercial,-2.1706408,-79.91142739999998,625.0
0,0,4,2,230,218000,Oportunidad de Estrenar Casa en Ciudad Celeste.,-2.073659197271514,-79.84677773342196,947.8260869565217
0,2,1,2,84,53000,"Vendo Casa en Ciudad Santiago, 2 Pisos, 2 Dorm. Esquinera",-2.024561619524212,-79.94286473596799,630.952380952381
10,4,3,1,180,125000,"Venta de Casa de Dos Plantas en Guayacanes, Norte de Guayaquil",-2.11714911977476,-79.89230868752725,694.4444444444445
0,3,5,1,194,200000,Venta de Casa de 2 Pisos Ubicada en Ciudad Celeste Etapa La Peninsula,-2.06691272268383,-79.8422618984253,1030.9278350515465
1,3,2,2,189,186000,Vendo Casa de Oportunidad en Ciudad Celeste,-2.073659197271514,-79.84677773342196,984.1269841269841
8,4,3,1,236,150000,Ciudad Celeste Casa de 4 Dorm. en Venta,-2.073659197271514,-79.84677773342196,635.5932203389831
5,3,3,2,185,195000,Casa en Venta Ciudad Celeste Etapa Marina 180 m²,-2.0694324,-79.84169229999998,1054.054054054054
8,3,2,1,108,42000,Venta de Casa en Trinipuerto,-2.251822,-79.9255665,388.8888888888889
0,0,5,2,3400,2000000,Elegante Casa con Vista Al Rio - Isla Mocolí Via a Samborondon,-2.099487733731183,-79.86406145489809,588.2352941176471
30,3,3,2,360,185000,"Venta de Casa en Cdla. Bellavista, 1 Planta con Loza Para 2do. Piso",-2.1768375,-79.91143420000003,513.8888888888889
9,4,4,2,295,270000,Vendo Amplia Casa 4 Dorm. Vía a La Costa,-2.1275187,-79.94410289999996,915.2542372881356
15,4,3,4,500,1039199,"Via Costa, Laguna Club Casa de Venta con Amplios Espacios",-2.1884336,-80.0272384,2078.398
10,6,0,4,700,795000,Villa de 2 Plantas Ubicada en La Urbanización Palmar del Rìo,-2.1231067,-79.8709837,1135.7142857142858
5,0,3,1,168,155000,Casa de 4 Dorm. en Venta en Urbanización Napoli,-2.036681883087718,-79.87056792579494,922.6190476190476
1,3,1,0,95,49500,"Cdla. Mi Lote, Propiedad en Venta.",-2.080461,-79.91587700000002,521.0526315789474
25,4,3,2,264,135000,Venta Casa Esquinera Rentera en Alborada 5ta Etapa - Uso de Suelo Comercial,-2.142087,-79.90667630000002,511.3636363636364
0,3,1,0,101,65000,Casa en Venta en Villa Italia (3 Dorm.) $65.000,-2.061716896864809,-79.92658508584441,643.5643564356436
10,6,6,1,1220,290000,Urb. Lago de Capeira Km 23.5 Via Daule Casa en Venta,-2.191526053604974,-79.88158962297365,237.70491803278688
4,0,4,1,160,145000,"Venta de Casa en Urb. Villaclub, Etapa Luna, Cerca del C. C. El Dorado",-2.033531937643264,-79.89299785236204,906.25
1,3,3,1,160,110000,"Fuentes del Rio, Casa 1 Planta de 3 Dorm..",-2.05864326417536,-79.87140617619627,687.5
7,4,0,2,200,220000,Entre Rios Moderna Casa de Venta,-2.14761003565278,-79.86957395595323,1100.0
12,2,2,0,158,50000,Venta de Villa a Estrenar,-2.057127324628861,-79.95531468410036,316.45569620253167
0,4,4,2,595,610000,Aires de Batan Proyecto Al Lago,-2.079704551624588,-79.87356531047618,1025.2100840336134
40,6,4,0,125,78000,"Casa con Tres Departamentos en Venta, Babahoyo y El Oro - G. Sosa",-2.2093124,-79.90433310000003,624.0
8,3,2,2,180,107000,Vendo Casa en Samborondon. Urb. Fuentes del Rio Km 1o.5.,-2.0581715,-79.87063369999998,594.4444444444445
21,2,2,0,53,35000,Casa en Venta con Local Para Tienda,-2.2115955,-79.90940490000003,660.377358490566
0,3,3,2,1155,236120,Vendo Casa en Proyecto La Reserva - Vía a La Costa,-2.256341944301873,-80.14708391845704,204.43290043290042
10,3,2,0,220,180000,Venta de Casa Elegante en Garzota 3,-2.191526053604974,-79.88158962297365,818.1818181818181
19,2,1,0,85,44000,"Venta de Casa en Cdla. La Alegría,",-2.1198394,-79.9255665,517.6470588235294
0,1,2,3,130,120000,Vendo Casa Cdla. Atarazana Esquinera Norte de Guayaquil,-2.176867767521019,-79.88212073953395,923.0769230769231
60,8,4,0,337,110000,Vendo Casa de Construccion Mixta en Calle Cuenca,-2.195879689659473,-79.91310628258668,326.40949554896144
20,3,3,1,200,95000,Casa de Venta Urb Mirador del Norte con 3 Dorm.,-2.136862377885878,-79.91852768465577,475.0
9,4,1,3,191,54000,De Venta Casa en Coop. San Francisco 2 en El Km 18 Vía Daule,-2.0498355,-79.95966340000001,282.72251308900525
50,4,4,0,300,480000,Venta de Casa Rentera en Urdesa Central,-2.191526053604974,-79.88158962297365,1600.0
15,4,2,0,72,57000,"Casa en Venta en Mucho Lote 1 Etapa 5, Norte de Guayaquil",-2.0820049,-79.92294729999998,791.6666666666666
13,3,1,0,72,34000,"Casa en Venta, Mucho Lote 1 Etapa 7, Norte de Guayaquil",-2.0820049,-79.92294729999998,472.22222222222223
60,0,0,0,299,79000,Casa en Hurtado y José Mascote - A. Salvador,-2.1891172,-79.89291960000003,264.2140468227425
0,1,0,4,145,90000,Ciudadela Los Esteros,-2.243165863260588,-79.90663338465578,620.6896551724138
0,3,3,2,260,320000,"Casas en Venta por Estrenar, Isla Mocolí – Viviendas con Tecnología Smarthouse",-2.104158358380436,-79.86055015522538,1230.7692307692307
5,3,1,1,105,50000,"Propiedad en Venta, Cdla. Las Orquídeas, Norte de Guayaquil.",-2.09213052134563,-79.91548515741653,476.1904761904762
0,3,2,1,122,120000,San Antonio - Casa por Estrenar!,-2.045244411309813,-79.86803784075926,983.6065573770492
0,1,3,4,285,298000,Casa por Estrenar en Cuidad Celeste Etapa La Arboleda,-2.0734632,-79.84164249999998,1045.6140350877192
1,5,5,2,700,1500000,Plaza Lagos Venta Nueva Al Canal,-2.098136392743167,-79.87637083714293,2142.8571428571427
0,0,1,3,233,250000,Casa Esquinera en La Puntilla,-2.2293086,-79.93518489999997,1072.961373390558
10,4,6,4,670,298000,Vendo Casa Cdla. Santa Cecilia Via a La Costa 670 m² Dueño Directo,-2.1627096,-79.94172789999999,444.7761194029851
10,4,4,2,400,480000,Casa de Venta en Samborondon,-2.271652498184291,-78.9993077470703,1200.0
