antigüedad,cuartos,cuartosdebaño,estacionamiento,metroscuadradostotales,precio,titulo,latitud,longitud,preciomt2
2,3,4,3,1200,1300000,"Bella Casa, Iluminada y Diseñada por Janine Cabal.",-2.08627577978962,-79.86874418271486,1083.3333333333333
0,4,4,1,500,490000,Linda Villa con Vista Al Río en Km 8 Vía Samborondon,-2.1085513,-79.87191339999998,980.0
0,3,3,2,400,450000,Proyecto de Casa en Aires de Batan,-2.077222553677135,-79.87330814868773,1125.0
10,6,3,1,140,140000,Guayacanes Casa Rentera en Venta,-2.191526053604974,-79.88158962297365,1000.0
0,4,4,2,460,345000,Vendo Casa de Estreno Moderna en Isla Mocoli,-2.082859537943885,-79.87008153933715,750.0
5,3,3,0,127,115000,"Casa en Venta, Urbanizacion Castilla - G. Higuera",-2.0495844,-79.91469230000001,905.511811023622
20,3,3,1,252,200000,"Vendo Casa en Puerto Azul, 3 Dorm.",-2.194831715124715,-79.96430160268903,793.6507936507936
0,3,3,2,130,123000,"Casa de Venta Precio de Oportunidad Urb. Napoli, Modelo Danielle, con Jacuzzi, Vía a Salitre",-2.036688231469773,-79.87050547305296,946.1538461538462
9,3,2,1,313,145000,"Casa en Venta, Villa Club, Etapa Aura, Via a Daule",-2.0451761,-79.8917859,463.258785942492
0,4,4,3,530,1350000,Casa - Samborondón,-2.097967199999999,-79.874552,2547.169811320755
1,4,4,2,500,750000,"Preciosa Villa Via a Samborondon, Vendo",-2.147998210522279,-79.88445422220155,1500.0
12,4,3,2,240,315000,"Vendo Casa Km 1.5 Cerca Rio Centro Entre Ríos, 4 Dorm., Patio y Jacuzzi",-2.142777803305465,-79.86136730737917,1312.5
0,3,2,0,120,86000,Casa en Venta en La Joya Nueva $86000,-2.0495844,-79.91469230000001,716.6666666666666
10,4,4,5,1187,700000,Elegante Casa Esquinera en Venta en La Urb. Puerto Azul,-2.187184338974423,-79.96513564390261,589.7219882055603
10,4,4,3,750,360000,Sector Av Lomas en Urdesa Casa Excelente Ubicación,-2.163631704487569,-79.90584447144471,480.0
9,3,2,2,200,100000,Vendo Casa Valle Alto,-2.196655982737348,-80.06913502491454,500.0
0,4,5,0,590,550000,"Linda Villa Disponible en La Urbanización El Río Km 2, Samborondon",-2.128921,-79.86299789999998,932.2033898305085
1,3,3,1,121,84000,Casa en Venta en San Antonio,-2.191526053604974,-79.88158962297365,694.2148760330579
6,3,2,1,192,220000,Hermosa Casa Via a La Costa,-2.187096449066965,-79.98131164869085,1145.8333333333333
7,5,4,3,449,377000,"Venta de Casa en Laguna Sol, Samborondon",-2.191526053604974,-79.88158962297365,839.6436525612472
19,4,6,5,427,210000,Casa en Venta + 1 Suite en Urdenor 1 - Norte de Guayaquil - Mae. Recalde,-2.146640481860016,-79.90193305501708,491.8032786885246
8,3,3,1,130,58000,Venta Amplia Casa Mucho Lote 1/cerca del Parque Lineal (J. Luna),-2.0820049,-79.92294729999998,446.15384615384613
8,3,3,2,600,490000,Venta y Alquiler Casa San Isidro Ks,-2.038439203624974,-79.8697196001587,816.6666666666666
40,4,3,3,548,290000,Casa en Ceibos Calle Principal,-2.1709979,-79.93869180000002,529.1970802919708
0,3,3,2,163,145000,Sector Samborondon Vendo Villa de Estreno 3 Dorm.,-2.1803715,-79.84386519999998,889.5705521472393
25,4,5,2,700,500000,Vendo Casa en Corredor Comercial. Los Olivos. Ceibos,-2.166381252714084,-79.94388880104981,714.2857142857143
30,3,3,2,370,130000,Linda Casa en Venta - Urdesa Norte,-2.1607809,-79.90633400000002,351.35135135135135
30,0,0,20,1740,1600000,Victor Emilio Estrada Casa en Corredor Comercial,-2.163442585397045,-79.91300789181821,919.5402298850574
0,3,3,0,277,158000,Casa en Urb. Villa Club - Etapa Natura - Modelo Exclusivo - Full Acabados,-2.033531937643264,-79.89299785236204,570.3971119133574
8,4,2,2,250,210000,Kennedy Vieja Vendo Casa de 4 Dorm.,37.0327294,-95.6260708,840.0
9,4,4,2,650,530000,"Samborondon - Urb El Rio - Casa con Vista Al Lago - Us$530,000",-2.1350949,-79.86274359999999,815.3846153846154
10,3,3,3,170,260000,"Casa de Venta en La Urbanización Central Park, Km 2.5 Vía Samborondon.",-2.1294273,-79.8667337,1529.4117647058824
8,3,3,0,105,90000,Hermosa Casa en Colinas del Maestro,-2.076865332562519,-79.9141112587219,857.1428571428571
23,4,6,4,1200,650000,Vendo Casa Grande Puert Azul Tipo Finca,-2.189258854883414,-79.96493716043551,541.6666666666666
8,3,3,1,180,179000,Venta de Casa en Ciudad Celeste - Samborondón,-2.0700368,-79.8384279,994.4444444444445
0,3,3,2,390,600000,Casa en Venta con Acabados de Lujos,-2.159764282527529,-79.94732524771644,1538.4615384615386
6,3,4,4,300,240000,Alquilo Linda Casa con Piscina,-2.1294425,-79.8692337,800.0
3,3,2,1,300,215000,Vendo Casa en Via a La Costa Portofino,-2.185665317740377,-80.00589442911371,716.6666666666666
3,4,0,0,568,850000,"Casa de Lujo de 4 Dorm. en Mocoli, Samborondon",-2.099487733731183,-79.86406145489809,1496.4788732394366
0,4,4,2,252,240000,Vendo Moderna Casa de Estreno en Ciudad Celeste,-2.117753077045951,-79.86812889117436,952.3809523809524
0,3,2,2,120,95000,Casa de Venta en Urb. Logare Via Salitre,-2.0169076,-79.866398,791.6666666666666
10,4,4,1,1602,510000,Urdesa Central Casa Elegante en Venta,-2.191526053604974,-79.88158962297365,318.3520599250936
5,4,6,1,275,278000,Casa en Venta 210 m² - Vía Samborondon (Cód. 632),-2.271652498184291,-78.9993077470703,1010.9090909090909
0,3,3,0,672,750000,Linda Villa Disponible de Venta en Palmar del Río,-2.1231067,-79.87098370000001,1116.0714285714287
9,3,0,2,225,285000,Samborondon Casa en Venta 3 Dorm. con Baños en Conjunto Cerrado,-2.126416600255802,-79.87256574835203,1266.6666666666667
4,3,4,0,240,350000,Vendo Casa Ciudad Celeste La Dorada,-2.069292715431309,-79.8404837269693,1458.3333333333333
24,3,2,1,160,190000,Se Vende Casa en La Garzota,-2.145462104575202,-79.88866253778991,1187.5
0,3,3,0,112,105000,"Casa en Venta en La Rioja, 2 Plantas, 3 Dorm. $105.000",-2.0533533,-79.92992629999998,937.5
0,3,3,0,153,154500,Venta de Casa a Estrenar con Jacuzzi en Urb Mallorca Village,-2.0696478,-79.93587639999998,1009.8039215686274
4,3,3,2,200,255000,Sambrorondon - Casa - Oportunidad,-2.137652068040713,-79.86503898638921,1275.0
8,4,5,2,740,645000,Casa Bella en Primeros Km de Venta! Impecable,,,871.6216216216217
0,3,4,1,120,102459,Vendo Hermosa y Cómoda Casa Modelo Ria en Urbanización Casa Laguna,-2.0502849,-79.902735,853.825
0,3,3,2,447,350000,Venta Casa 3 Dorm. por Estrenar Urb Portofino,-2.184776968954733,-79.98472174040523,782.9977628635347
5,5,6,2,900,900000,"Maravillosa Casa Nueva de Cinco Dorm., Estudio y Sala de Cine.",-2.13202906082563,-79.86031501482802,1000.0
15,4,5,0,300,120000,Casa Rentera en Venta Sector Norte Sauces 6,-2.128111390141067,-79.8946657327881,400.0
13,15,9,1,520,265000,Vendo Condominio Rentero Al Sur - J. Moncada,-2.242351096317955,-79.90470219416505,509.61538461538464
11,3,3,2,250,245000,Vendo & Villa Urbanizacion Puerto Azul,-2.1917236,-79.96393560000001,980.0
10,5,7,2,207,130000,Vendo & Villas Norte - Alb - 4 - Etapa Excelente Oportunidad!,-2.1227998,-79.8828174,628.0193236714975
25,4,3,0,142,105000,Vendo Casa Pradera,-2.2436725,-79.88708209999999,739.4366197183099
18,4,4,0,1000,1200000,Casa en Samborondon Urb. Laguna Dorada con Vista Al Lago,-2.1411698,-79.8597831,1200.0
0,3,3,2,240,252000,Venta Casa por Estrenar Urb Portofino 3 Dorm.,-2.184776968954733,-79.98472174040523,1050.0
0,3,4,1,150,350000,Casa de Venta en Mocoli,-2.1073055,-79.872252,2333.3333333333335
28,8,7,2,202,180000,"Casa Rentera, 4 Departamentos en Venta, Bellavista - G. Sosa - K. Baquero",-2.184489165425502,-79.9115975846646,891.0891089108911
0,3,4,2,239,235000,Casa en Venta Vía Samborondón - Ciudad Celeste,-2.058193965170352,-79.87757563132755,983.2635983263598
8,3,2,1,222,138000,Linda Casa 1 Planta Ciudad Celeste Patio Amplio,-2.074902926756008,-79.85795718059603,621.6216216216217
5,4,4,1,232,280000,"Vendo Casa Duplex Puerto Azul, Moderna Buenos Acabados, Aires, Cortinas",-2.192116,-79.96683080000003,1206.896551724138
16,4,4,0,730,800000,Casa Minimalista de Venta Olivos,-2.167139399999999,-79.9437532,1095.890410958904
5,3,3,2,100,62000,Casa Esquinera de Venta en Las Primeras Etapas de Villa del Rey,-2.023458065874413,-79.91679855767211,620.0
0,3,3,1,96,62707,Venta de Casa a Estrenar en Villa Bonita Mi Lote/ Entrega Inmediata.,-2.062149511606544,-79.97582676499025,653.1979166666666
19,0,4,2,630,365000,"La Cumbre Vendo ""Divina y Sin Igual"" Casa Estilo Mediterráneo!",-2.157310489048339,-79.94228042579499,579.3650793650794
5,3,3,2,93,70000,Casa Paraiso del Rio 2,-2.059272,-79.8875979,752.6881720430108
1,6,10,6,1798,3000000,"Vendo Casa de Lujo Vía Samborondon, Patio Amplio, Piscina, Vista Al Lago",-2.142777803305465,-79.86136730737917,1668.5205784204672
0,3,3,0,204,290000,Casa en Venta Mocoli Gardens Samborondon,-2.1027766,-79.85803279999999,1421.5686274509803
5,5,6,2,400,250000,"Casa de Lujo en Urdesa Central, Balsamos. 5 Dorm, Piscina, Jacuzzi",-2.1755403,-79.90737310000003,625.0
8,3,2,2,130,60000,Casa de Una Planta en Venta en Urbanización La Joya.,-2.033715802571457,-79.91484250370485,461.53846153846155
0,3,4,1,124,110922,Vendo Lujosa Casa Modelo Fontana en Urbanización Casa Laguna,-2.0502849,-79.902735,894.5322580645161
0,4,3,2,170,145000,Mollorca Casa por Estrenar,-2.0729743,-79.94146080000002,852.9411764705883
17,3,3,2,310,270000,Vendo Casa Samborondón 1eros Kilóm - Remodelada,-2.144524450704541,-79.8638588144226,870.9677419354839
40,3,2,2,570,219000,"En Urdesa Negociable, Casa en Calle Dátiles",-2.166123793087345,-79.91167234129125,384.2105263157895
5,3,3,2,121,96000,Vendo Villa en La Rioja,-2.0533533,-79.92992629999998,793.3884297520661
4,4,3,0,200,195000,Venta de Casa en Ciudad Celeste,-2.0694683,-79.84158359999998,975.0
2,4,5,3,1100,1600000,Espectacular Casa Modernisisimaaa. Unica.,-2.068827373000165,-79.87207433254088,1454.5454545454545
11,5,5,0,2000,950000,En Venta ¡Espectacular Casa Tipo Mansión! - Me. Auz - P. Silva,-2.136867613756863,-79.86364074035646,475.0
8,3,2,4,222,90000,Vendo Linda Casa en Salinas Urbanizacion La Milina 90.000 (Negociable),-2.1511454,-79.89394370000002,405.4054054054054
10,4,4,0,240,65000,Vendo Casa Rentera Sur de Guayaquil,-2.226446434030305,-79.90733563633495,270.8333333333333
7,3,3,1,222,250000,Vendo Linda Villa Ciudad Celeste,-2.0854792,-79.87058969999998,1126.126126126126
5,6,4,0,135,145000,Hermosa Casa en Guayacanes en Venta,-2.1178097,-79.89268090000002,1074.0740740740741
20,5,4,15,5239,3200000,Casa en Venta Circunvalacion Norte,-2.175398383450587,-79.90447928717197,610.8035884710823
0,4,4,2,120,90000,Casa en Proyecto de 4 Dorm. en La Urbanizaciòn La Joya Etapa Platino,-2.04925313947218,-79.91455741586913,750.0
2,4,4,2,500,439000,"Linda Casa de Estreno Km 7, 4 Dorm. Piscina, de Oportunidad",-2.1956327,-79.91578149999998,878.0
0,3,3,1,135,135000,"Venta de Casa en Villa Club Etapa Magna, Cerca C. C El Dorado",-2.050890890512851,-79.8909915600189,1000.0
12,3,2,1,160,110000,"En Venta Casa, Urb. Villa Club Etapa Boreal, Vía Aurora",-2.0451121,-79.89117060000001,687.5
5,3,3,1,230,260000,Vendo Hermosa Casa en Samborondon,-2.111083748018044,-79.87084865070835,1130.4347826086957
21,3,3,2,230,230000,Alquilo o Vendo Casa en Kennedy Norte,-2.160730886181925,-79.89992602893994,1000.0
7,3,4,4,2697,1300000,"Venta de Casa El Cortijo, Samborondón",-2.070407547878436,-79.8598177911133,482.017055988135
0,3,3,0,96,63950,Casa a Estrenar. Crédito Biess/banco en Villa Bonita. Km 16 Vía Daule.,-2.064107,-79.95330469999999,666.1458333333334
0,4,3,0,105,64000,En Venta /por Estrenar /villas del Rey/ P. Guillermo,-2.0495844,-79.91469230000001,609.5238095238095
0,45,4,2,3,370000,Casa - Centro de Guayaquil,0.968178899999999,-79.6517202,123333.33333333333
15,4,3,2,250,295000,Linda Casa Ubicada en El Km 2 Via Samborondon 4 Dorm. Mas Estudio en Pb,-2.141706820808848,-79.8638089056372,1180.0
17,8,7,6,900,350000,Condominio en Venta en Santa Cecilia,-2.159654088840334,-79.94454385291749,388.8888888888889
2,3,1,1,120,98000,"Casa en Venta de Oportunidad, Urb. La Rioja",-2.057191752422993,-79.92844572062376,816.6666666666666
6,3,3,0,363,167000,Vendo Villa Urb. Los Angeles Km.22 Via a La Costa,-2.2125015,-80.06990630000001,460.0550964187328
25,4,6,3,430,285000,Vendo Casa en Samborondon,-2.137652636890666,-79.8636822720947,662.7906976744187
3,4,6,2,280,220000,"Vendo Casa en Ciudad Celeste, 4 Dorm, Amplio Patio.",-2.075310355167582,-79.85400896892611,785.7142857142857
4,3,2,2,220,248000,Vendo Casa en Bosques de La Costa,-2.184009661218837,-79.97059950132751,1127.2727272727273
0,4,3,1,120,95000,Casa en Venta Urb Logare,-2.02058521954902,-79.8671262185303,791.6666666666666
8,6,7,6,6000,6000000,Casa con Vista Al Lago Excelente Urbanización us$6'000.000 Amoblada,-2.1085513,-79.87191339999998,1000.0
0,4,4,0,500,480000,Linda Villa en Km 8 Gran Oportunidad $480.000,-2.2176762,-79.92387229999997,960.0
0,3,3,1,200,225000,"Vendo Casa Duplex Acabados de Lujo en Ciudad Celeste, La Cristalina - Samborondon",-2.072064308562738,-79.84297281693512,1125.0
0,5,5,2,540,560000,Vendo Casa de Estreno Aires de Batan Amplia Al Lago,-2.119983149141188,-79.86478149432378,1037.037037037037
8,3,2,1,72,65000,Mucho Lote 1 Atras de La Feria de Carros,-2.084195496585036,-79.92294951435548,902.7777777777778
10,4,2,0,100,68000,En Venta Casa en Juan Montalvo - S. Ibañez,-2.124348500978251,-79.91822767669066,680.0
7,3,3,2,480,286000,"Venta Casa Estancias del Río 480 m², Cerca Centros Comerciales",-2.064464534383507,-79.87280755581969,595.8333333333334
3,5,4,2,920,530000,Venta Casa 4 Dorm. Urb Santa Maria Casa Grande,-2.046447,-79.89532969999999,576.0869565217391
6,3,2,1,93,70000,Linda Casa de Venta en Mucho Lote 3,-2.078002663865282,-79.91940339734498,752.6881720430108
25,6,13,4,1650,250000,"Casa en Venta Lomas de Urdesa, 6 Dorm., 13 Baños, 1100 m².",-2.163865,-79.90667630000002,151.5151515151515
30,3,3,0,105,53000,Casa en Venta en Colinas de Martha del Roldos. - Esquinera,-2.155145,-79.91311539999998,504.76190476190476
0,3,3,2,145,135000,"Por Estrenar, Casa Amoblada en Napoli, 3dorm/jacuzzi/km 12 Via Samborondon",-2.036681883087718,-79.87056792579494,931.0344827586207
18,4,4,2,500,585000,Preciosa Casa de 4 Dorm. con Piscina,-2.12300821411351,-79.86437511562195,1170.0
0,3,3,1,180,197000,Vendo Proyecto Casa Duplex Santa Cecilia por Estrenar 3 Dorm. Amplios,-2.162087802779203,-79.94190992366487,1094.4444444444443
0,3,3,2,180,170000,Alquiler o Venta Casa Villas del Bosque - Via a La Costa,-2.2035682,-80.0667034,944.4444444444445
8,3,3,1,250,280000,Plaza Real Villa Amplia Excelente Opcion Km 1.5,-2.138681888049385,-79.86325311865232,1120.0
12,3,2,2,180,250000,Venta de Oportunidad Villa Via Samborondon Zona Tornero,-2.107305499999999,-79.872252,1388.888888888889
8,3,4,2,260,280000,"Venta Casa Parques del Río 260 m², Km 1 Vía Samborondón",-2.1454603,-79.85707020000001,1076.923076923077
0,1,2,4,285,525000,Casa - Aires del Batan - Samborondón,-2.217499399999999,-79.9237738,1842.1052631578948
5,3,1,1,100,53000,Vendo en Villas del Rey,-2.021069,-79.91843570000003,530.0
12,4,6,11,2000,900000,Vendo Hermosa Casa Via a La Costa Primer Retorno,-2.18930173896435,-79.96872980404407,450.0
12,3,2,0,135,95000,Venta de Casa Samanes 7 - C. Herrera - A. Maidana,-2.113597360295507,-79.90868269037571,703.7037037037037
0,3,3,2,128,179900,Proyecto de Casa en Via a La Costa,-2.18051908859114,-79.98588213285223,1405.46875
4,3,2,1,190,140000,Vendo Casa de Una Planta Samborondon,-2.073659197271514,-79.84677773342196,736.8421052631579
10,9,7,2,220,300000,Vendo Casa Rentera Cdla. Garzota - de 3 Departamentos Independientes,-2.147735021705053,-79.8879758922821,1363.6363636363637
22,6,5,3,534,200000,En Venta Casa de Dos Pisos en Urdesa Norte - A. Marín,-2.1584054,-79.90457709999998,374.53183520599254
15,6,3,3,90,102000,"Floresta 1, Sur Guayaquil",-2.2533523,-79.8842826,1133.3333333333333
5,3,3,2,78,70000,"En Venta Casa en Urb. Paraíso del Río, Vía Terminal Pascuales",-2.0603656,-79.88634330000002,897.4358974358975
15,4,2,0,145,76000,"Venta de Propiedad, Urb. Colinas del Sol",-2.095010327519334,-79.9423670544922,524.1379310344828
5,3,3,1,190,150000,Acogedora Casa en Terranostra Via a La Costa,-2.185193466722956,-79.96479996999517,789.4736842105264
4,3,2,1,73,78000,En Venta - La Joya (Oportunidad): Linda Casa de 3 Dorm. en Etapa Ópalo,-2.027252810606039,-79.91506979140166,1068.4931506849316
0,0,0,3,82,65000,Vendo Casa en Cdla. Sauces 5,-2.123073856468501,-79.89241025344239,792.6829268292682
5,0,3,2,363,165000,Casa con Piscina y Patio Amplio en Urbanizaciòn Los Angeles Via a La Costa,-2.2125015,-80.06990630000001,454.54545454545456
28,6,8,2,460,240000,"Vendo Casa Bellavista 6 Dorm., Terraza, Parqueo Cerrado",-2.180032036060382,-79.91106704883492,521.7391304347826
4,3,4,4,630,500000,Vendo Casa Laguna Club - Via a La Costa - Estilo Moderno,-2.182737160914642,-79.98857202432862,793.6507936507936
22,5,7,4,600,420000,"Comoda y Elegante Casa en Olivos 1, Cerca Al Colegio Aleman.",-2.168053753971139,-79.94217218728028,700.0
0,4,4,2,336,420000,Casa de Venta en Samborondon,-2.1956327,-79.91578149999998,1250.0
1,2,2,0,109,75000,Se Vende Hermosa Casa Sauces 8,-2.130612872805141,-79.90260752705308,688.0733944954128
7,5,2,0,163,78000,Venta de Propiedad en Sauces 3 Al Norte de Guayaquil.,-2.126702077513178,-79.89166258678586,478.5276073619632
15,3,2,0,250,120000,Venta Vendo Casa en Samanes Sector Comercial Norte de Guayaquil,-2.113597360295507,-79.90868269037571,480.0
30,3,4,0,55,116000,"En Venta Casa, García Moreno y Portete Al Suroeste de Guayaquil",-2.2070891,-79.89704159999997,2109.090909090909
10,6,6,1,1100,570000,Casa en Venta en Aquamarina Vía a Samborondón,-2.1520745,-79.8625834,518.1818181818181
14,3,1,1,110,42500,"Venta de Casa en Cdla. ""Beata Mercedes Molina""",-2.068991118919009,-79.94746920416867,386.3636363636364
0,4,4,2,230,205000,Vendo Casa en Ciudad Celeste Etapa La Brisa,-2.0694324,-79.84169229999998,891.304347826087
8,5,5,2,697,585000,Vendo Casa con 5 Dorm. Via Samborondon,-2.071559137043758,-79.84143226336317,839.3113342898134
20,5,5,4,892,520000,"Hermosa Mansion en Los Senderos, Sector Ceibos",-2.1682842,-79.93396080000002,582.9596412556053
0,3,3,2,138,125000,Vendo Casa de Estreno Villa Club $125.000,-2.035393442593982,-79.89411940799562,905.7971014492754
0,1,0,4,169,200000,Casa - Norte de Guayaquil,-2.119590699999999,-79.9009262,1183.4319526627219
33,6,5,0,270,95000,Casa Rentera en Venta,-2.1709979,-79.92235920000002,351.85185185185185
12,3,4,2,310,260000,Vendo Casa Samborondon Urbanizacion Bonaire,-2.1039349,-79.87160059999997,838.7096774193549
5,4,3,2,374,390000,Vendo Casa Urbanización Plaza Real - Dos Plantas,-2.1419603,-79.86901449999999,1042.7807486631016
0,3,3,0,161,126000,Hermosa Casa de 2 Plantas en Urbanizacion Castilla,-2.041757754611115,-79.86308145727537,782.6086956521739
6,3,2,2,200,215000,Samborondon Km 5 Urbanizacion Exclusiva Moderna Casa de Venta,-2.112232685159801,-79.87056822988586,1075.0
6,3,2,0,131,109000,"Venta de Casa, Urb. Cataluña, Vía Salitre",-2.0446042,-79.8723837,832.0610687022901
26,3,3,2,302,330000,Venta de Casa de 3 Dorm. en Olivos,-2.173055598779658,-79.94301988839112,1092.7152317880796
15,4,4,2,350,185000,Vendo Sector Ceibos Bonita Casa. 2 Plantas. 4 Habitaciones $185.000,-2.180742622594113,-79.94519247769318,528.5714285714286
5,5,5,3,330,480000,"Casa en Venta en Urbanización Portofino Km 11,5 Vía a La Costa",-2.195432199999999,-79.8885375,1454.5454545454545
15,4,2,0,145,76000,Venta de Casa en Urb. Colinas del Sol,-2.095010327519334,-79.9423670544922,524.1379310344828
15,3,3,1,200,229000,"Km 5 3 Dorm., Remodelada, Impecable",-2.105461388118546,-79.8724155446472,1145.0
0,0,4,2,510,650000,Aires del Batan en Construcción Vista Al Lago,-2.077683497087564,-79.87020718413089,1274.5098039215686
19,2,1,0,130,50000,"Vivienda en Venta, Ciudadela Los Vergeles.",-2.09054567607887,-79.9036835740967,384.61538461538464
0,4,4,2,330,380000,Samborondon Estrene Casa 4 Dormit. con Piscina,-2.064464534383507,-79.87280755581969,1151.5151515151515
10,4,4,3,252,238000,Venta Casa Urb El Tornero Samborondon,-2.1255153,-79.86958370000002,944.4444444444445
8,3,2,2,220,250000,"Urb Bouganville - Casa 3 Dorm. - Us$250,000",-2.1312422,-79.86713359999999,1136.3636363636363
2,3,4,2,338,200000,Vendo Casa en Ceibos - Santa Cecilia Mariuxi Rugel,-2.18364976261309,-80.00138831796869,591.7159763313609
0,3,3,2,238,175000,Urbanor 1 Villa 3 Dorm. Dos Plantas Piscina y Jacuzzi,-2.1538452,-79.91067029999999,735.2941176470588
4,0,0,0,208,180000,"Venta de Casa, Ciudad Celeste, La Marina, Vía Samborondón",-2.07179360121206,-79.84207850322787,865.3846153846154
5,0,4,2,197,195000,"Casa en Venta Urbanizacion Punta Esmeralda, Via a La Costa Km 14",-2.1868497,-79.99409660000003,989.8477157360406
15,3,3,2,450,480000,Samborondon Casa Vista Al Lago 3 Dorm. en Alquiler,-2.12534445507288,-79.8618798276367,1066.6666666666667
30,4,3,2,420,90000,Se Vende Casa en El Sur de Oportunidad Negociables,-2.2164959,-79.90037860000001,214.28571428571428
0,4,4,1,510,570000,"Aires del Batan, Hermosa Casa por Construir en La Tercera Etapa (Al Lago)",-2.0773404,-79.86969220000003,1117.6470588235295
3,4,4,2,378,460000,Samborondon Hermosa Casa Al Rio Km 7.5,-2.059297785363572,-79.87595557667271,1216.931216931217
0,3,3,2,620,400000,Samborondon Isla Mocoli 3 Dorm.,-2.097012394329954,-79.86116974550782,645.1612903225806
10,6,6,3,480,500000,Vendo Hermosa Casa en Fontana Km 3.5 Via Samborondon,-2.1300702,-79.87273370000003,1041.6666666666667
9,4,4,1,341,250000,Vendo Casa en Santa Maria Casa Grande con Patio Amplio,-2.127140090535618,-79.86288993548231,733.1378299120234
4,4,4,2,330,330000,Venta Vendo Casa en Samborondon Sector Plaza Batan 4 Dorm.,-2.0727622,-79.873111,1000.0
3,4,4,5,462,650000,"Casa en Venta En?urbanización?palmar del Río, Samborondon",-2.1231067,-79.8709837,1406.926406926407
14,4,5,2,650,500000,Hermosa Casa con Piscina en Urb. Puerto Azul - 650 m²,-2.191574590242166,-79.9689872961095,769.2307692307693
8,3,3,2,240,380000,Vendo Hermosa Casa en Vista Sol,-2.1472172,-79.8597831,1583.3333333333333
4,3,3,2,520,420000,Vendo Vía Samborondon Bonita Casa 1 Planta 3 Habitaciones. $420.000. Piscina.,,,807.6923076923077
10,3,1,1,205,70000,"Venta de Casa en Cdla. Panorama, Duran",-2.191526053604974,-79.88158962297365,341.4634146341463
0,3,4,2,120,110823,Casa de Venta con Acabados de Lujo en Urb. Casa Laguna Cerca del Rioc. El Dorado,-2.0412082,-79.88794589999998,923.525
30,4,8,2,679,470000,Venta de Maravillosa Casa en La Via a Samborondon,-2.149527250622842,-79.86517150345765,692.1944035346097
3,4,3,1,168,148000,Urbanización Napoli Casa con 4 Dorm. Us $148.000,-2.036923129384261,-79.86958891950451,880.952380952381
15,4,4,2,360,180000,"Vendo Villa Via Samborondón, Sta. Maria Casa Grande.",-2.051322,-79.89351979999998,500.0
11,3,2,0,108,85000,Casa en Metropolis 2 - Ideal Para Familias,-2.062870319312613,-79.92084826671754,787.0370370370371
0,0,0,2,190,56000,Casa de Dos Plantas en El Sur de La Ciudad,-2.2070861,-79.9259386,294.7368421052632
28,7,5,0,243,95000,"Casa en Venta, Las Orquídeas, Norte de Guayaquil",-2.087468948017258,-79.9167950629087,390.94650205761315
8,4,3,1,202,188000,"Vendo Casa Ciudad Celeste Dormitorio Planta Baja Completo, Buenos Acabados, Amplios Parqueos",-2.073659197271514,-79.84677773342196,930.6930693069307
20,4,4,1,277,258000,"Venta Casa, Urb. Puerto Azul, Vía a La Costa",-2.192116,-79.96683080000003,931.4079422382672
0,0,0,10,135,150000,"Venta Casa, Coop. Floresta 3, Sur Guayaquil",-2.2479304,-79.8891817,1111.111111111111
30,0,0,0,225,190000,"Casa en Venta, Norte de Guayaquil, Urdesa Central, Circunvalación Sur",-2.165798588383933,-79.91138044553827,844.4444444444445
0,4,5,2,592,580000,Se Vende Casa en Samborondón,-2.092533418325432,-79.8565912147709,979.7297297297297
9,4,3,2,235,195000,"Casa de Venta en Vía Al Sol, Km 14.5 Vía a La Costa, Aires Instalados.",-2.1867751,-80.00681270000001,829.7872340425532
3,4,3,0,160,125000,Venta de Casa en Villa Club,-2.033531937643264,-79.89299785236204,781.25
0,3,3,1,203,290000,Casa de Inversión en Isla Mocolí,-2.102684137416335,-79.86790745455323,1428.5714285714287
10,3,3,1,200,260000,Urdenor 1 Casa Rentera en Venta,-2.191526053604974,-79.88158962297365,1300.0
34,9,4,3,312,139000,Venta Casa Rentera Para Inversión,-2.2374179,-79.90282780000001,445.5128205128205
0,3,3,2,300,250000,Casa en Venta Puerto Azul,-2.186587200507149,-80.0078869756104,833.3333333333334
7,4,5,3,325,320000,Terranostra - Vía a La Costa Km.12.5 - Venta Casa de 4 Dorm. Usd 320.000,-2.1828402,-80.00215109999999,984.6153846153846
7,3,3,2,385,255000,Casa Venta Excelente Precio! Via Samb Diagonal El Dorado y Mejores Colegios!,-2.137652068040713,-79.86503898638921,662.3376623376623
46,3,1,0,75,40000,"Venta de Departamento, Bloques de La Valdivia, Sur de Guayaquil",-2.2436799,-79.8926505,533.3333333333334
12,4,7,2,456,480000,Linda Casa en Urb Entre Lagos - Vía a Samborondon,-2.0904681,-79.86958370000002,1052.6315789473683
2,4,3,2,238,335000,Se Vende Linda Casa Santa Maria Casa Grande Amoblada $1500,-2.048119630079961,-79.89348434019774,1407.563025210084
4,0,9,3,600,580000,Vendo Casa Samborondon,-2.2177986,-79.923926,966.6666666666666
4,4,0,2,411,300000,Samborondon Elegante y Moderna Casa Km 2,-2.059297785363572,-79.87595557667271,729.92700729927
8,4,4,2,240,315000,"Casa de 4 Dorm. - Us $315,000",-2.1419603,-79.86901449999999,1312.5
0,4,4,0,460,430000,Casa Moderna en Laguna del Sol,-2.084924,-79.87060350000002,934.7826086956521
0,0,0,7,520,60000,Excelente Inversión - Casa Rentera! Sector Norte.,-2.1426396,-79.92233010000001,115.38461538461539
