antigüedad,cuartos,cuartosdebaño,estacionamiento,metroscuadradostotales,precio,publicado,tipodevendedor,titulo,lat,long
A estrenar,4,3,1,397,342000,,,"Casa en Venta en Via a La Costa (Terranostra) Usd$342,000",-2.187509208299145,-80.00018367208787
30,4,2,2,326,215000,,,"Puerto Azul, Vendo Amplia Casa Esquinera",-2.194831715124715,-79.96430160268903
En construcción,4,5,6,600,550000,,,Via Samborondón Km 3.5 - Villa Urb. Portico del Rio – 4 Dorm. + Piscina y Jacuzzi,-2.060874,-79.89280509999998
A estrenar,4,4,2,457,620000,,,Proyecto de Casa 3 o 4 Dorm. en Aires del Batan - Samborondon,-2.076568431280558,-79.87376915770267
7,4,3,2,232,205000,,,Via a La Costa - Canje o Trueque Urb. Casa Club Esquinera.$205.000 Negociable,-2.1804425,-79.9867567
A estrenar,4,4,2,227,215000,,,"Venta de Linda Casa a Estrenar, Urb. Ciudad Celeste, Etapa La Marina",-2.0694324,-79.84169229999998
En construcción,4,5,2,748,750000,,,Proyecto Casa Al Lago en Via Samborondon,-2.101386821815872,-79.85859482485353
A estrenar,4,3,0,380,275000,,,En Venta Hermosa y Amplia Casa en Puerto Azul,-2.193315405883491,-79.97136377883834
,0,1,5,105,70000,,,Oportunidad Excepcional Casa Rentera en Cdla. Orquideas,-2.156237389428234,-79.89901887865142
A estrenar,4,4,1,214,217000,,,Casa - Samborondón,-2.135094899999999,-79.8627436
2,3,4,2,270,260000,,,"Urb Bosques de La Costa - Casa de 3 Dorm. - Us$260,000",-2.1846154,-79.9699665
20,6,7,2,307,199500,,,"Venta de Casa Rentera, Precio de Oportunidad en Urb. Goleta Alcance, Junto Al Riocentro Norte",-2.121982834001863,-79.90757624550781
3,3,2,1,160,87500,,,Urbanización Brisas del Norte Vendo Preciosa Villa Dos Plantas,-2.1255987,-79.88218289999998
10,0,5,2,510,420000,,,Vendo Casa - Ciudadela La Puntilla - 2 Plantas,-2.1545699,-79.86590890000002
A estrenar,2,3,2,447,344000,,,"Casa Venta Urbanización Portofino, 1 Sola Planta, 2 Dorm., 3 Baños",-2.189160664047914,-79.9859391872742
A estrenar,3,4,2,334,237000,,,Venta de Casa Estreno en Terranostra 3 Dorm. y Patio con Area Para Piscina,-2.1918147,-80.00225869999997
2,3,3,1,225,260000,,,Vendo Casa en Ciudad Celeste,-2.071559137043758,-79.84143226336317
1,5,5,4,288,235000,,,Venta Casa Moderna en Lago de Capeira a Estrenar,-2.0097204,-79.9658574
4,4,3,2,700,380000,,,Casa Vendo Urb. Santa Cecilia,-2.162141408769173,-79.94279505263978
15,7,7,1,1757,1200000,,,"Vendo Casa en Samborondón, Urbanización La Puntilla Al Pie del Río Daule",-2.154315303094477,-79.86580151741049
3,5,5,2,240,235000,,,Vendo Casa Ciudad Celeste,-2.085160720059954,-79.8704607964844
A estrenar,2,1,0,72,38000,,,Vendo Casa de 1 Planta en Urb Ecocity Vía Daule,-2.0721858,-79.94545790000001
14,4,4,1,297,228000,,,Casa de 3 Dorm. + 1 Suite en Ciudad Celeste,-2.073659197271514,-79.84677773342196
20,3,3,0,780,360000,,,Vendo Casa de Una Planta de 3 Dorm. Sector El Tornero,-2.099070736749191,-79.8742872430725
21,6,5,2,200,235000,,,Casa Rentera Duplex con Local Comercial de Venta.,-2.1221102,-79.90317759999999
5,4,4,2,200,320000,,,Vendo Casa Samborondón Km 3.5 Conjunto Residencial Las Pirámides,-2.1209746,-79.8650035
4,4,5,2,558,840000,,,Casa de Lujo Al Lago en Mocoli (Ver Video),-2.102442901125957,-79.8670732875496
8,3,4,2,254,300000,,,Casa de Venta en Parques del Río en Vía Samborondón,-2.1454603,-79.85707020000001
A estrenar,3,2,2,120,108000,,,Vendo Casa de Estreno Urbanización Rioja Etapa Asturias,-2.0533533,-79.92992629999998
24,9,9,2,564,420000,,,"En Venta Hermosa Casa en Cdla. La Fuente, Al Lado de Universidad Catolica.",-2.181050393632949,-79.90324972127075
12,3,3,2,395,400000,,,"Preciosa Casa de Venta en Samborondon, Entre Lagos",-2.0907999,-79.87306769999998
A estrenar,3,3,1,100,99500,,,"Venta Casa Urb. La Joya, Etapa Platino, Diseño Exclusivo, Cerca a Mix Center",-2.029117145154608,-79.92294736566771
A estrenar,0,0,0,292,460000,,,"Casa en Venta, Isla del Río, Vía Samborondón",-2.0988941,-79.8640173
9,3,4,2,215,200000,,,Vendo Villa Vía a La Costa Km 11,-2.1792082,-79.98326120000002
23,4,3,1,104,85000,,,Hermosa Casa Remodelada,-2.23280752121628,-79.90402808870238
19,3,0,2,212,143000,,,"Casa de Venta en San Felipe - Y. Guerra, P. Villegas",-2.1385605,-79.92206859999999
25,0,0,5,864,640000,,,Venta Vendo Sector Policentro Casa,-2.169838997683454,-79.90075745872196
En construcción,3,3,2,500,135000,,,Vendo Linda Casa Urbanización Lago Capeira,-2.0097204,-79.9658574
A estrenar,3,3,0,159,158000,,,Casa en Venta en Mallorca (Venta Directa Sin Intermediarios),-2.036956,-79.86867760000001
7,3,4,11,2000,950000,,,Venta Hermosa Casa Urb Puerto Azul - 3 Dorm.,-2.187581016656953,-79.96821481985171
23,4,4,0,899,550000,,,Urb. Rio Guayas · Propiedad en Doble Terreno,-2.1656586,-79.87769019999996
13,3,4,1,171,188000,,,"Casa de Venta en Urb. Ciudad Celeste, Samborondon, Cerca de Cc El Dorado",-2.074603199999999,-79.8443798
12,4,4,3,680,699000,,,"Urb Isla Sol - Casa 4 Dormit - Al Lago - Us$699,000",-2.1472172,-79.85978310000002
En construcción,4,4,1,403,650000,,,Vendo Hermosa Casa en Aires del Batan,-2.077565650790291,-79.86678501636351
9,3,3,2,288,230000,,,"Venta de Casa en Urb. Arrayanes - Vía a Samborondon, por El C. C. Alhambra",-2.1085513,-79.87191339999998
En construcción,4,4,1,510,650000,,,Proyecto Aires de Batan,-2.0772653,-79.87343659999999
4,4,4,2,1000,990000,,,"Casa en Venta - Samborondon - Riberas de Batan - Us$990,000",-2.0744394,-79.89056310000001
9,3,3,2,200,160000,,,Vendo Casa Ciudad Celeste,-2.073659197271514,-79.84677773342196
,1,4,3,423,689000,,,Casa de Lujo en Construccion - Aires del Batan,-2.1709979,-79.9223592
En construcción,4,3,2,338,569000,,,Vendo Proyecto Al Lago en Aires del Batan,-2.0772653,-79.8734366
28,4,4,8,1000,1100000,,,Casa - Samborondón,-2.107305499999999,-79.872252
1,3,3,2,180,200000,,,"Vendo Via La Costa, Bosques de La Costa",-2.1846154,-79.9699665
5,3,2,1,139,90000,,,Casa en Venta Daule Conjunto Privado/ Urbec,-2.035461760129559,-79.91508549190667
4,4,4,3,590,480000,,,"Hermosa Casa Amplia, Comoda, Iluminada.",-2.068827373000165,-79.87207433254088
A estrenar,4,4,2,593,525000,,,Aires de Batan por Construir Al Lago 590 m de Terreno 285 m de Construccion,-2.077238542806533,-79.87355458164012
32,3,3,0,600,205000,,,Vendo en Bellavista Casa y Terreno con 2 Suite - L. Arias - D. Pérez,-2.1832701,-79.91227379999998
3,5,3,3,218,85000,,,Se Vende Casa en La Cdla. La Chala,-2.2085122,-79.9153531
8,3,5,2,305,315000,,,Vendo Linda Casa en Samborondon,-2.1257004,-79.86326789999998
A estrenar,5,5,2,2027,160000,,,Urbanización Lagos de Capeira. Vía a Daule. Venta Casa,-2.016671326205086,-79.97309607625732
3,3,2,1,104,86000,,,Hermosa Casa en La Joya Dos Pisos - Urbanización Platino,-2.04616802775955,-79.91400146838379
,0,4,4,1000,1250000,,,"Laguna Club Vía Costa, Casa de Venta con Vista Al Lago",-2.1856104,-79.9899024
10,4,3,1,160,125000,,,"Venta de Casa 160 m² en Urb. Plaza Madeira, Vía a Samborondon",-2.132157717728956,-79.8622032899745
20,4,4,2,350,325000,,,"Vendo Casa Esquinera Puerto Azul, Vía a La Costa 4 Dorm. Excelente Estado",-2.187838321105027,-79.96480305004627
A estrenar,3,3,2,200,200000,,,Venta Casa Bosques de La Costa Via a La Costa - Guayaquil: Nueva y Linda,-2.181436608807791,-79.96716627378845
,1,2,3,192,200000,,,Casa Via Salitre - Samborondón,-2.027829105279999,-79.8687679264
6,3,2,0,136,85000,,,Venta Casa Urbanizacion La Joya Etapa Diamante,-2.028871996625323,-79.92029926347658
4,4,5,2,500,430000,,,Vendo Casa en Samborondón Moderna,-2.085503015388085,-79.87406778540037
A estrenar,3,3,1,96,63950,,,5% Entrada Villa Bonita Modelo Adriana Residencial Oportunidad!,-2.0603433,-79.9447323
25,3,2,2,200,150000,,,Vendo Casa Urdesa Central 1cuadra de Av Circunvalación Jorge Pérez Concha,-2.1684723,-79.91363720000004
1,3,3,1,105,105000,,,Espectacular Casa en Venta en Etapa Platino de La Joya en Samborondon,-2.04616802775955,-79.91400146838379
15,5,6,4,800,800000,,,Hermosa Casa en Venta - Urbanización San Isidro - Samborondon,-2.119008399999999,-79.86893909999998
23,5,3,2,311,195000,,,Venta de Propiedad Familiar Cdla Los Almendros - A. Jurado,-2.230477,-79.89533499999999
8,4,3,2,246,250000,,,Venta Casa 4 Dorm. Urb Ciudad Celeste Etapa La Ria,-2.120041063002137,-79.86572485790316
9,4,4,0,600,1250000,,,"Laguna Club Vía Costa, Casa de Venta con Vista Al Lago",-2.185610399999999,-79.9899024
3,3,4,2,438,570000,,,Casa - Samborondón,-2.1531845,-79.8655149
A estrenar,4,4,2,145,165000,,,Venta de Villa en Proyecto Urbanización Villas del Bosque,-2.204310599999999,-80.0673596
6,4,2,1,72,59500,,,"Casa con Cuatro Dorm. en Venta en Ecocity, Km. 14,5 Vía a Daule",-2.0844486,-79.96761359999999
A estrenar,2,1,1,72,35000,,,Ecocity Norte Guayaquil,-2.076452,-79.9437532
10,4,4,2,581,590000,,,Venta Casa 4 Dorm. Km 8.5 Via a Samborondon,-2.06143770258549,-79.93112533282118
4,3,3,2,390,385000,,,Laguna del Sol Increible Casa 3 Dormtorios con Piscina,-2.086040398815973,-79.86650168871614
,A estrenar,3,0,2,87000,,,Casa - Centro de Guayaquil,-2.1969549,-79.9083653
25,0,2,0,110,50000,,,Vendo Villa Pradera 2,-2.2409344,-79.89107339999998
A estrenar,4,4,1,149,139000,,,Vendo Casa por Estrenar en Ciudad Olimpo - Via a La Costa,-2.22335513419844,-80.07724250000001
2,0,0,0,264,115000,,,"Casa en Venta, Urbanización Castilla, Vía Aurora Daule",-2.04241750943956,-79.8633185306885
13,3,3,1,158,98000,,,"Se Vende Casa en San Felipe, Precio de Oportunidad - H. Valverde",-2.139046569940171,-79.9212717803955
15,6,4,1,231,212000,,,"Casa en Venta Ciudadela Simon Bolivar, Atras del Mall del Sol",-2.151845010292108,-79.88681640475465
25,4,4,2,809,720000,,,Venta Casa Samborondón Km1 Sk,-2.040030402207288,-79.83063697315708
19,5,5,4,1200,700000,,,Se Vende Linda Casa Puerto Azul,-2.192116,-79.96683080000003
7,4,5,2,567,420000,,,Linda Casa con Piscina,-2.133608743692714,-79.86805187158052
10,3,2,1,108,78000,,,Casa Remodelada de Venta en Mucho Lote 1,-2.085286433103837,-79.92044164892656
5,3,3,2,400,365000,,,Hermosa y Cómoda Casa en Laguna del Sol,-2.086040398815973,-79.86650168871614
A estrenar,0,0,0,816,495000,,,"Casa en Venta, Urbanización Isla del Río, Isla Mocolí",-2.0988941,-79.8640173
20,5,5,7,764,280000,,,Venta y Alquiler de Casa Barrio del Centenario 5 Dorm.,-2.2276079,-79.88992610000003
A estrenar,3,3,2,200,260000,,,"Casa de Venta en Urb. Tornero III, Samborondon, Cerca de La Parrillada del Ñato",-2.161536299999999,-79.9164739
,1,2,3,220,265000,,,Casa - Samborondón,-2.128133,-79.864532
5,3,3,6,394,150000,,,"*vendo Linda Casa en Urbanor, Norte de Guayaquil",-2.153081841858208,-79.91282740793457
7,3,3,2,230,220000,,,Casa Cómoda y Funcional en Urbanización Mirasol,-2.1067363,-79.87285580000002
5,0,3,2,180,185000,,,Ciudad Celeste - Casa en Venta 4 Dorm. - $,-2.072444933159559,-79.83653551529937
4,4,4,1,250,210000,,,Vendo - Ciudad Celeste: Casa Amplia y Confortable de 4 Dorm.,-2.072513299203772,-79.83660542006834
8,3,3,1,197,210000,,,Se Vende Linda y Moderna Casa en Colinas de Los Ceibos,-2.1628579,-79.94731300000001
5,3,2,2,150,120000,,,Se Vende Hermosa Casa Como Nueva en Urb. Milann Etapa Verona,-2.038423304877551,-79.86963042766297
A estrenar,0,4,2,530,420000,,,Vendo Casa Urb. Monaco en Isla Mocoli por Estrenar,-2.078773399985253,-79.87352428830263
12,4,4,2,473,290000,,,"Casa en Venta Ciudad Celeste, Etapa La Coralia, Vía a Samborondón",-2.073474227385597,-79.84460360001617
4,3,3,2,130,110000,,,"Departamento en Venta, Urb. Altos del Río, Cerca Centro Comercial El Dorado",-2.0507188,-79.9118717
1,4,4,2,340,499000,,,"Proyecto de Venta en Urb. Isla Mocoli, Cerca de Plaza Lagos",-2.1043031,-79.8604831
A estrenar,2,2,1,98,93000,,,La Perla Modelo Centenario,-2.0568976,-79.907376
4,3,3,1,225,260000,,,Vendo Casa en Ciudad Celeste La Dorada - Samborondón,-2.071613787296468,-79.84206462327882
En construcción,3,3,1,259,194500,,,"Casa de Venta en Arboleda, Ciudad Celeste, Km 7 Via Samborondon, Guayaquil",-2.1956809,-79.91565249999996
10,0,3,3,201,120000,,,En Venta Amplia Casa en Samanes Guayaquil con Suite Independiente,-2.1142292,-79.89967890000003
15,0,15,5,1200,800000,,,Ciudadela Los Ceibos Casa en Venta 3 Departamentos Independientes y 1 Suite,-2.162023525543815,-79.94382455109553
5,3,3,1,150,120000,,,"Casa de Venta en Urb. Villa Club, Cerca del Cc El Dorado",-2.036369899999999,-79.8932688
2,4,4,0,825,1850000,,,"Samborondon - Urb Lagos de Batan - Casa en Venta - us$1'850,000",-2.0992831,-79.87963209999998
4,3,4,2,160,135000,,,"Casa de Venta en Villa Club, Modelo Pegasus, Remodelada.",-2.03103369121621,-79.89289056400145
A estrenar,4,3,2,315,285000,,,Samborondon Km 2.5 - Casa - 4 Dorm.,-2.137652068040713,-79.86503898638921
A estrenar,3,3,2,204,290000,,,Vendo Villa por Estrenar Isla Mocoli Samborondon,-2.1043031,-79.86048310000001
10,3,3,1,72,65000,,,Casa de Oportunidad en Venta en Mucho Lote 1 - Norte de Guayaquil,-2.094941322305433,-79.91841926332933
10,3,5,2,300,255000,,,"Sector Uess, Vendo Moderna Casa 3 Dorm, 2parqueos, Urb. Privada",-2.133608743692714,-79.86805187158052
En construcción,4,4,2,332,367000,,,Estancias del Río Vendo Casa de Lujo por Estrenar,-2.1136478,-79.8702872
A estrenar,3,4,1,150,170000,,,Vendo Casa en Mallorca,-2.0696475,-79.93588699999998
11,4,4,0,600,850000,,,Samborondon Palmar del Rio Casa Venta,-2.1231067,-79.8709837
25,4,4,2,670,760000,,,Casa de Venta en Río Grande en Vía Samborondón,-2.148867166418101,-79.86449706923793
15,4,3,1,260,270000,,,"Casa a Tres Niveles Buenos Espacios, Cuatro Dorm., Hermoso Patio y Terraza",-2.19222685330131,-79.9711546217768
3,3,4,2,320,335000,,,Vendo Casa Moderna en Samborondon,-2.099487733731183,-79.86406145489809
34,2,1,2,183,60000,,,Terreno Brasil y La 27,-2.203065599999999,-79.91703899999999
5,10,9,6,900,750000,,,Urdesa Central Son 2 Casas + Oficina + Suite + Piscina y Patio,-2.17489011487964,-79.90702453809814
5,4,4,2,400,450000,,,Se Vende Hermosa Casa Samborondon,-2.052457193975855,-79.91530894733921
5,4,4,3,214,215000,,,Bosques de La Costa - Hermosa Casa a La Venta 3d + Estudio - $,-2.184856623340393,-79.97010597486877
6,4,5,2,454,390000,,,"Venta Casa, Oportunidad en La Urbanización Laguna del Sol Km. 8/5 Vía Samborondón",-2.1257004,-79.86326789999998
En construcción,3,3,2,188,160000,,,Hermosa Casa de 3 Dorm. Cada Uno con Baño,-2.189967667128228,-80.00195052012941
1,3,3,4,230,170000,,,"Cataluña Casa 3 Dorm., Urbanización Cerca Al Centro Comercial El Dorado",-2.044400481880605,-79.87147174893494
10,0,2,1,152,109000,,,"Venta Casa Dos Plantas, Villa Club, Etapa Cosmos Cerca C. C. Dorado",-2.033531937643264,-79.89299785236204
5,3,3,1,177,135000,,,Casa en Venta en Altos del Río Vía Samborondón - Aurora,-2.0507188,-79.9118717
5,3,2,2,112,79999,,,"Casa en Venta Urb. Metropolis 2, Autopista Narcisa de Jesús",-2.0657163,-79.91408339999998
A estrenar,4,3,1,179,203000,,,"Vendo en Colinas del Bosque, Via a La Costa Usd$203.000",-2.182582931471223,-79.9758516949463
A estrenar,4,4,2,112,79800,,,"Alquilo / Vendo Casa Estreno Urb Vittoria, Via Salitre, frente Gasolinera Primax",-2.025710953603622,-79.87396285850525
25,4,2,2,144,168500,,,Se Vende Linda y Amplia Casa Sector Guayacanes - Guayaquil,-2.11714911977476,-79.89230868752725
3,3,3,1,189,245000,,,Terranostra - Vía a La Costa - Venta Casa de 3 Dorm. Usd 245.000,-2.183127,-79.99762179999999
,31,0,0,0,280000,,,Venta de Casa con Departamento en Barrio Centenario,-2.221875999999999,-79.8898816
En construcción,3,3,2,128,179900,,,Puerto Azúl - Vía a La Costa - Venta Proyecto Casas de 3/4 Dorm. Desde Usd 179.900,-2.189318263223473,-79.96285568382262
10,3,2,1,160,75000,,,Se Vende Linda Casa en Valle Alto! Excelente Ubicacion!,-2.196655982737348,-80.06913502491454
10,3,2,0,88,48000,,,"Casa de Dos Pisos, Remodelada en Venta en Urb. Caracol - Solo Pago Al Contado",-2.0892358,-79.93800199999998
4,4,4,2,700000,750000,,,"Casa Espectacular, Minimalista Decorada por Profesional",-2.09602845395542,-79.87393042117918
A estrenar,3,4,1,122,140000,,,Vendo en Urb. Villa Club Casa con Acabados de Primera Modelo Exclusivo,-2.0383247,-79.89550839999998
30,4,5,0,850,450000,,,En Venta Casa en Urbanización Puerto Azúl - m. Mariscal - A. Jurado,-2.187145471490973,-79.97014873815459
26,3,3,1,225,118000,,,Se Vende Casa 1 Planta Esquinera Remodelada 3 Dorm. Ciudadela La Alborada,-2.139379115716652,-79.90168480157467
6,3,2,1,100,71500,,,Urb. Málaga Uno Vendo Preciosa Villa Dos Plantas 30 - 10,-2.0206313,-79.86745050000002
10,3,3,2,100,60000,,,Se Vende Casa de Oportunidad en Mucho Lote Etapa Villa Alegria Modelo Grande,-2.0939601,-79.91305969999996
A estrenar,3,3,2,125,164550,,,Casa - Vía a La Costa,-2.3842889,-80.356493
6,5,5,3,614,480000,,,"Casa en Venta en Urbanización Portofino Km 11,5 Vía a La Costa",-2.1835415,-79.986145
,5,4,0,114,80000,,,"Venta de Casa Rentera, Sauces 8, Norte",-2.189412799999999,-79.8890662
3,3,3,2,120,98000,,,La Joya de Primera Bella Casa de 3 Dorm.,-2.046665273653481,-79.9114201526184
12,4,3,2,160,140000,,,"Hermosa Villa de 4d - 3,5b en Urb. Fuentes del Río - Frente Al Dorado",-2.0581715,-79.8706337
5,4,2,1,123,99500,,,Amplia Villa en Metropolis II 4 Dorm.,-2.0653775,-79.91703150000001
,A estrenar,4,1,4,159000,,,Casa - Vía a La Costa,-2.1879729,-80.0209785
,1,0,3,177,202000,,,Casa - Samborondón,-2.0694324,-79.8416923
10,6,4,3,147,140000,,,Casa Rentera de Venta.,-2.1178097,-79.89268090000002
A estrenar,3,3,2,600,900000,,,Hermosa Casa Moderna - Vía Samborondon,-2.031227586496248,-79.86827373005406
6,3,2,0,91,83000,,,Casa en Venta - Av Francisco de Orellana - J. Moncada,-2.1040854,-79.909469
,1,2,3,245,490000,,,Casa - Aires del Batan - Samborondón,-2.0773404,-79.8696922
2,2,2,1,120,150000,,,Se Vende Casa de Una Planta en Portal Al Sol,-2.185665317740377,-80.00589442911371
5,4,4,4,750,1150000,,,"Hermosa Casa Minimalista en Puerto Azul, Mansión de Lujo",-2.192115999999999,-79.9668308
25,4,5,2,620,298000,,,Se Vende Linda Casa Ciudadela Ceibos!,-2.164052762307506,-79.9485268773551
A estrenar,3,3,1,112,105000,,,Casa en Venta en Urbanización La Rioja Usd$105.000,-2.050965870377387,-79.91807862349242
,0,1,5,105,70000,,,Oportunidad Casa Rentera en Cdla. Las Orquideas,-2.111550611780372,-79.91103517503814
15,3,3,0,198,150000,,,Venta Casa Alborada 10 Ma Etapa Remodelada Norte,-2.136732225486924,-79.90857042195131
2,3,2,1,120,117500,,,"Venta de Casa Precio de Oportunidad, Modelo Sophia, Urb. Napoli, Vía a Salitre",-2.0366658,-79.87039089999996
A estrenar,0,0,0,850,420000,,,"Casa en Venta, Tornero de Río, Vía Samborondón",-2.1334624,-79.87243699999999
9,3,3,2,356,235000,,,Santa Maria de Casa Grande. Villa de Oportunidad.,-2.0431833,-79.8957287
20,4,4,4,878,1400000,,,Vendo Hermosa Villa Urbanizacion Isla Sol - Excelentes Acabados - Mas Suite,-2.1472172,-79.85978310000002
7,7,5,4,1474,1200000,,,Vendo Casa de Lujo en Los Prmimeros Kilom de La Via a Samborondon,-2.146106779330426,-79.86273616400149
,0,0,3,95,49500,,,Venta Casa Norte de Guayaquil Sector Orquídeas,-2.086055099999999,-79.9138589
4,4,4,2,250,220000,,,Venta - Casa - Urbanización Ciudad Celeste Cristalina,-2.075111017647299,-79.85773998714944
6,4,3,1,568,840000,,,Propiedad de Lujo en Mocolí,-2.104158358380436,-79.86055015522538
10,0,0,0,520,650000,,,Vendo Casa Rentera Cdla La Fuente de 4 Dept. Junto U. Católica,-2.185015,-79.9017781
7,3,2,2,100,65000,,,Casa de Venta en Las Primeras Etapas de Villa del Rey,-2.022085630587345,-79.91699167672118
5,2,2,2,108,68000,,,Hermosa Casa de Venta en Urbanización Metrópolis II,-2.063533330831972,-79.91631240811768
A estrenar,4,3,2,461,490000,,,Proyecto de Casa (10 Meses) Urb. Arrecife (Mocoli),-2.102442901125957,-79.8670732875496
A estrenar,3,3,2,153,145000,,,Casa Urbanización Napoli en Venta,-2.0366658,-79.87039089999996
3,3,2,2,105,105000,,,Vendo Hermosa Casa en Urb. Metropolis,-2.0657163,-79.91408339999998
A estrenar,4,4,4,500,352000,,,Moderna Casa en Venta Samborondon Km 3.5,-2.137652068040713,-79.86503898638921
8,4,3,2,165,230000,,,Venta de Villa con Dormitorio en Planta Baja Vía Samborondón,-2.165658599999999,-79.8776902
A estrenar,3,2,1,123,70000,,,Casa 2 Plantas Villa del Rey,-2.0237764,-79.91787090000003
36,4,3,3,350,165000,,,Urdesa Vendo Bella Casa de Una Planta en Conjunto Cerrado!,-2.166123793087345,-79.91167234129125
10,3,3,2,240,199000,,,Vendo Casa en Colinas de Los Ceibos,-2.164387438323206,-79.94552559341605
10,0,1,1,110,63000,,,Mucho Lote Sexta Etapa Atrás Ferias de Vehículos/,-2.094771439533467,-79.91429647138062
7,3,2,1,100,70000,,,Casa en Venta Ciudad Olimpo 3 Dorm.,-2.2274719,-80.07724250000001
12,3,1,2,120,78000,,,"Vendo Casa en Metropolis 1, Av Narcisa de Jesus, Norte de Guayaquil",-2.0686812,-79.9091252
,1,1,3,128,123000,,,Casa - Guayaquil,-2.1709979,-79.9223592
9,6,6,20,1440,1200000,,,Casa Venta en Puerto Azul con Piscina,-2.3839594,-80.3558752
A estrenar,4,4,2,410,365000,,,A Estrenar en Noviembre Moderna Casa en Isla Mocoli,-2.102442901125957,-79.8670732875496
,1,2,4,340,187000,,,Casa en Venta en Urb. Mirador del Norte - Norte de Guayaquil,-2.136722999999999,-79.9185706
En construcción,4,4,2,225,245000,,,Isla Celeste Casa Nueva en Samborondon,-2.07941565850068,-79.83799314794919
10,4,3,3,450,538000,,,"Casa en Venta en La Urbanización Terrasol, Vía a Samborondón",-2.1531845,-79.8655149
3,2,1,1,108,53000,,,"Vendo Casa en Metrópolis 2, 2 Dorm., Sala Comedor, Cocina, Parqueo, Patio",-2.063962213042322,-79.91853353704835
10,3,4,2,600,415000,,,"Urb. San Isidro Km 3.5 Vía Samborondón, Junto Al Tenis Club",-2.119781418015347,-79.86668860429688
A estrenar,3,4,2,300,240000,,,Linda Casa de 3 Dorm. Puerto Azul,-2.192802142855926,-79.97154075903018
A estrenar,4,4,2,450,470000,,,Casa de Venta en L´isola en Isla Mocolí en Vía Samborondón,-2.104158358380436,-79.86055015522538
A estrenar,3,3,2,160,189000,,,Casa - Vía a La Costa,-2.186849699999999,-79.9940966
20,5,4,3,240,220000,,,"Venta de Casa, Cdla. Alamos Norte, Guayaquil",-2.1339347,-79.91133539999998
9,4,3,1,160,117000,,,Venta Casa Dos Plantas Villa Club Etapa Cosmo,-2.0383247,-79.89550839999998
12,3,5,2,450,360000,,,Vendo Villa Primeros Kms de Samborondón,-2.1793619,-79.90501440000003
5,5,0,3,750,1000000,,,Casa - Norte de Guayaquil,-2.1707247,-79.9009565
A estrenar,3,2,2,123,71000,,,Villa del Rey Palacio 6,-2.027232256922571,-79.91797872963866
4,3,3,1,197,85000,,,En Venta Casa Amoblada Malaga II,-2.0206313,-79.86745050000002
2,0,0,0,860,375000,,,"Casa en Venta, Vía Samborondón, Casa de Lujo",-2.12405463064469,-79.86154138542668
5,3,3,2,166,210000,,,"Casa de Venta en Urb. Arcadia Km 14.5 Via a La Costa, Cerca de Cc Costalmar Shopping",-2.1856306,-80.0060127
53,8,6,4,856,490000,,,Se Vende Amplia Casa en Urdesa - Circunvalación Sur,-2.160784641201352,-79.9083678597849
10,4,6,3,800,400000,,,Norte. Lomas de Urdesa Vendo Amplia Casa con Balcones,-2.092305308868858,-79.914972657872
5,0,3,1,125,80000,,,"Vendo Casa Málaga 1, Tres Dorm. con Baño, Cocina Nueva, Vía Salirte",-2.0206313,-79.86745050000002
A estrenar,3,3,1,120,112689,,,Modelo Fontana Urb. Casa Laguna,-2.0589651,-79.9231934
15,8,8,6,1000,350000,,,"3 Propiedades. 2 Dptos y Casa de 2 Plantas, Rentera y Comercial",-2.159922087054265,-79.94481780478515
25,5,5,0,328,250000,,,Venta Sector Sur Casa Gallegos Lara y Francisco de Marco Esquina,-2.2015838,-79.90469150000001
10,0,0,0,223,100000,,,Propiedad Para Local Comercial Avda Quito y Francisco de Marco,-2.203816,-79.897453
11,3,4,2,283,380000,,,Ciudad Colon Venta de Casa,-2.152492934306525,-79.90669827046474
22,5,7,4,2095,1198500,,,Casa en Venta - Vista Al Lago - Primeros Kms de Samborondon - 4 Dorm. 920 m²,-2.13127230314705,-79.8696684787418
A estrenar,3,3,1,96,63950,,,Tu Casa en Villa Bonita Solo con $2.000 de Entrada Saldo Biess/banco.,-2.062492611981854,-79.97456076233522
15,3,2,1,126,115000,,,Se Vende Hermosa Casa en San Felipe - H. Valverde,-2.1385605,-79.92206859999999
3,4,4,3,500,460000,,,"La Mejor Casa de 4 Dorms, Piscina, Excelente Urb. Construida por Ar. Fuentes.",-2.10923,-79.8718045
7,3,4,2,142,104000,,,Casa en Venta Urbanizacion Milan,-2.0380771,-79.8701254
4,3,2,2,148,130000,,,Vía Terminal Terrestre Casa 3 Dorm.,-2.1431673,-79.87945209999998
5,4,5,2,264,250000,,,Se Vende Casa Ciudad Celeste,-2.068341170525824,-79.83821612224642
5,3,4,2,145,100000,,,"Venta Casa Urb. Milann, Km1 Via Salitre Cerca de Centros Comerciales y Colegios",-2.0389111,-79.87115399999999
19,4,4,2,1125,525000,,,Amplia Casa de 4 Dorm. con 1125 m de Terreno,-2.101081196765609,-79.87353051802978
7,3,3,0,200,170000,,,Linda Casa en Vía La Costa Urbanizacion Porto Vita Seguridad Las 24 Horas,-2.1816441,-79.98535849999996
20,4,4,3,898,550000,,,Casa de 2 Plantas en Rio Guayas Club 4 Dorm. + Suite Independiente,-2.164865232994809,-79.87987888255611
